ID	TITLE EN	TITLE DE	TITLE FR	TITLE ES	DESCRIPTION EN	DESCRIPTION DE	DESCRIPTION FR	DESCRIPTION ES																		
186	Artificial Intelligence	Künstliche Intelligenz		Inteligencia artificial	The theme of this lesson is artificial intelligence. Read an article on how technological progress over the next 20 years will result in the development of machines that are able to match the intelligence of human beings. In the grammar part of the worksheet, comparative forms and structures are studied and practised. 	Das Thema dieser Lektion ist künstliche Intelligenz. Sie lesen einen Artikel darüber, wie es der technische Fortschritt in den nächsten 20 Jahren möglich machen wird, Maschinen zu entwickeln, die in ihrer Intelligenz den Menschen gleichkommen. Im Grammatikteil des Arbeitsblattes werden die Komparativformen und Strukturen gelernt und geübt. 		El tema de esta lección es la inteligencia artificial. Lea un artículo sobre cómo el progreso tecnológico en los próximos 20 años dará como resultado el desarrollo de máquinas que pueden igualar la inteligencia de los seres humanos. En la parte de gramática de la hoja de trabajo, se estudian y practican formas y estructuras comparativas.																		SUPPORT DE COURS
80	Managing tasks	Aufgaben verwalten		Gestionar tareas	Learn and practise vocabulary related to tasks and time management.	Sie lernen und üben Wortschatz zum Thema Aufgaben und Zeitmanagement. 		Aprenda y practique vocabulario relacionado con las tareas y la organización del tiempo.																		SUPPORT DE COURS
21	Business resolutions	Geschäftliche Beschlüsse		Propósitos de negocios	Do a quick vocabulary exercise and read a short text on New Year's resolutions for your business or career.	Machen Sie eine schnelle Wortschatzübung und lesen Sie einen kurzen Text über die guten Vorsätze für das neue Jahr für ihr Unternehmen oder ihre Karriere. 		Haga un ejercicio rápido de vocabulario y lea un texto breve sobre los propósitos de Año Nuevo para su negocio o carrera.																		SUPPORT DE COURS
133	The future of streaming	Die Zukunft des Streamens		El futuro del "streaming" (transmisión)	The lesson is based on an article about the future of the music streaming sector. The lesson covers a broad range of activities, including reading, vocabulary work, grammar practice (relative clauses) and speaking.	Die Lektion stützt sich auf einen Artikel über die Zukunft des Musikstreamings. Die Lektion deckt eine große Anzahl an Adjektiven sowie Leseverstehen, Wortschatzarbeit, Übungen zur Grammatik (relative clauses) sowie Sprechen ab. 		La lección se basa en un artículo sobre el futuro del sector de la transmisión de música. La lección cubre una amplia variedad de actividades, que incluyen lectura, trabajo de vocabulario, práctica gramatical (cláusulas relativas) y conversación.																		SUPPORT DE COURS
134	The new consumer	Der neue Konsument		El nuevo consumidor	This lesson plan is based on an article about changing shopping habits among consumers in the UK. The lesson includes a grammar exercise on tenses for describing changes.	Die Lektion basiert auf einem Artikel über sich verändernde Einkaufsgewohnheiten bei Konsumenten in Großbritannien. Sie beinhaltet eine Grammatikübung zu den Verbformen, die Veränderungen beschreiben. 		Este plan de lecciones se basa en un artículo sobre cómo cambiar los hábitos de compra de los consumidores en el Reino Unido. La lección incluye un ejercicio de gramática sobre tiempos verbales para describir cambios.																		SUPPORT DE COURS
140	Thirsty work	Durstige Arbeit		Trabajo sediento	Read an article on the benefits and drawbacks of the coffee shop as a place for work and business. In the grammar section of the worksheet practise using the present perfect for describing recent changes, changes over time and situations that have continued until the present.	Sie lesen einen Artikel über die Vorteile und Nachteile, in einem Coffee Shop zu arbeiten und Geschäfte zu machen. Im Grammatikteil dieses Arbeitsblattes lernen Sie, das present perfect zu verwenden, um kürzliche Veränderungen, Veränderungen im Laufe der Zeit und Situationen, die bis in die Gegenwart reichen, zu beschreiben.		Lea un artículo sobre los beneficios e inconvenientes de la cafetería como lugar de trabajo y de negocios. En la sección de gramática de la hoja de trabajo, practique utilizando el presente perfecto para describir cambios recientes, cambios a lo largo del tiempo y situaciones que han continuado hasta el presente.																		SUPPORT DE COURS
143	Uber and the law	Uber und das Gesetz		El uber y la ley	Read about Uber's legal problems in this lesson plan, concentrating mainly on the decision that Uber can no longer call itself an 'information service'. There is an activity on legal terms, plus exercises on key vocabulary and collocations from the text. 	Lesen Sie über Ubers rechtliche Probleme in diesem Stundenentwurf, der sich hauptsächlich darauf konzentriert, dass Uber sich nicht länger als 'Informationsdienst' bezeichnen darf. Es gibt eine Aufgabe zu rechtlichen Begriffen sowie Übungen zu Schlüsselwortschatz und Kollokationen aus dem Text. 		Lea sobre los problemas legales de Uber en este plan de clases, concentrándose principalmente en la decisión de que Uber ya no puede llamarse a sí mismo un 'servicio de información'. Hay una actividad sobre términos legales, además de ejercicios sobre vocabulario clave y "collocations" del texto.																		SUPPORT DE COURS
69	Insurance	Versicherung		Seguro	In this lesson learn useful terms for talking about insurance, especially motor insurance. 	In dieser Lektion lernen Sie nützliche Ausdrücke, um über Versicherungen, insbesondere über Fahrzeug Versicherungen, zu sprechen. 		En esta lección, aprenda términos útiles para hablar sobre seguros, especialmente de automóviles.																		SUPPORT DE COURS
85	Mixed signals for outsourcing	Gemischte Signale für Outsourcing		Contradicciones en la externalización	The theme of this lesson is outsourcing. Read an article about how rising wages and a stronger currency are affecting the Indian outsourcing industry. In the grammar section of the worksheet, the difference between the present and past perfect is studied. 	Das Thema dieser Lektion ist Auslagerung (outsourcing). Sie lesen einen Artikel darüber, wie steigende Löhne und eine stärkere Währung die indische Outsourcing-Industrie beeinflussen. Im Grammatikteil dieses Arbeitsblattes wird der Unterschied zwischen dem present und dem past perfect untersucht. 		El tema de esta lección es la subcontratación. Lea un artículo sobre cómo el aumento de los salarios y una moneda más fuerte están afectando a la industria de subcontratación en India. En la sección de gramática de la hoja de trabajo, se estudia la diferencia entre el presente y el pasado perfecto.																		SUPPORT DE COURS
105	Recession marketing	Rezessionsmarketing		Marketing en una recesión	The theme of this lesson is marketing in a recession. The worksheet is suitable for people who are responsible for marketing in their companies or who work for marketing agencies. Read an article about successful marketing strategies for businesses during an economic downturn and learn a variety of terms for describing different marketing tools, strategies and concepts. 	Das Thema dieser Lektion ist Marketing in einer Rezession. Das Arbeitsblatt eignet sich für Leute, die in ihren Firmen für Marketing zuständig sind oder die für Marketing Agenturen arbeiten. Sie lesen einen Artikel über erfolgreiche Marketing-Strategien für Unternehmen während eines wirtschaftlichen Rückgangs und Sie lernen eine Reihe an Ausdrücken, um verschiedene Marketing-Werkzeuge, Strategien und Konzepte zu beschreiben. 		El tema de esta lección es el marketing en una recesión. La hoja de trabajo es adecuada para personas que son responsables de marketing en sus empresas o que trabajan para agencias de marketing. Lea un artículo sobre estrategias de marketing exitosas para empresas durante una recesión económica y aprenda una variedad de términos para describir diferentes herramientas, estrategias y conceptos de marketing.																		SUPPORT DE COURS
25	Chairing a meeting	Vorsitz einer Sitzung		Presidir una reunión	This lesson teaches useful expressions for those who need English for chairing meetings and discussions. Learn useful expressions for managing a meeting, including welcoming and introducing participants, inviting opinions, widening the discussion, sticking to the agenda and summarising the discussion.	Diese Lektion vermittelt nützliche Ausdrücke für diejenigen, die Englisch brauchen, um Meetings und Diskussionen zu leiten. Sie lernen nützliche Ausdrücke, um ein Meeting zu leiten, die Teilnehmer willkommen zu heißen und vorzustellen, um Meinungen zu bitten, die Diskussion auszuweiten, die Tagesordnung einzuhalten und die Diskussion zusammenzufassen. 		Esta lección enseña expresiones útiles para aquellos que necesitan inglés para presidir reuniones y debates. Aprenda expresiones útiles para gestionar una reunión, como dar la bienvenida y presentar a los participantes, pedir opiniones, ampliar el debate, ceñirse a la agenda y concluir el debate.																		SUPPORT DE COURS
53	Ethics and conduct	Ethik und Verhalten		Principios éticos y de conducta	In this lesson learn and practise vocabulary related to business ethics and conduct.	In dieser Lektion lernen und üben Sie Vokabeln zum Thema Geschäftsethik und Führung. 		En esta lección, aprenda y practique vocabulario relacionado con la ética y la conducta empresarial.																		SUPPORT DE COURS
67	Innovation and product development	Innovation und  Produktentwicklung		Innovación y desarrollo de productos	This worksheet presents vocabulary related to product innovation and development. A variety of terms are introduced for describing the pre-launch stages of a new product as well as adjectives and expressions for describing technological innovation.	Dieses Arbeitsblatt stellt Wortschatz zum Thema Produktinnovation und Entwicklung vor. Eine Reihe an Ausdrücken zum Beschreiben der Phasen vor Einführung eines neuen Produktes werden eingeführt. Außerdem lernen Sie Adjektive und Ausdrücke, um technische Innovationen zu beschreiben. 		Esta hoja de trabajo presenta vocabulario relacionado con la innovación y el desarrollo de productos. Se introducen una variedad de términos para describir las etapas previas al lanzamiento de un nuevo producto, así como adjetivos y expresiones para describir la innovación tecnológica.																		SUPPORT DE COURS
68	Innovative chocolate	Innovative Schokolade		Chocolate innovador	Read about a Swiss chocolate company that has developed a new heat resistant type of chocolate. The lesson focuses on marketing vocabulary.	Sie lesen über eine Schweizer Schokoladenfirma, die eine neue hitzeresistente Schokoladensorte entwickelt hat. Die Lektion konzentriert sich auf Marketing Wortschatz. 		Lea acerca de una empresa de chocolate suiza que ha desarrollado un nuevo tipo de chocolate resistente al calor. La lección se centra en el vocabulario de marketing.																		SUPPORT DE COURS
131	The fame game	Das Spiel um Ruhm		El juego de la fama	The theme of this lesson is celebrity endorsement. Read about the benefits and drawbacks of companies associating their brands with celebrities. Learn key vocabulary related to marketing and advertising, and useful expressions for developing an argument are also studied. 	Das Thema dieser Lektion sind berühmte Fürsprecher. Sie lesen über die Vor- und Nachteile von Firmen, die ihre Marken durch berühmte Persönlichkeiten vertreten lassen. Lernen Sie Schlüsselwortschatz zum Thema Marketing und Werbung sowie nützliche Ausdrücke, um eine Argumention zu entwickeln. 		El tema de esta lección es el respaldo de las celebridades. Lea acerca de los beneficios y desventajas de las empresas que asocian sus marcas con celebridades. Aprenda vocabulario clave relacionado con el marketing y la publicidad, y también estudie expresiones útiles para desarrollar un argumento.																		SUPPORT DE COURS
82	Marketing strategies	Marketingstrategien		Estrategias de marketing	The lesson covers modern methods of marketing, including social media marketing, email marketing, internet advertising and search engine optimisation. 	Die Lektion deckt moderne Marketingmethoden wie zum Beispiel Social Media Marketing, E-Mail Marketing, Internetwerbung und Suchmaschinenoptimierung ab. 		La lección cubre los métodos modernos de marketing, incluido el marketing en redes sociales, por correo electrónico, y en Internet, y la optimización de motores de búsqueda.																		SUPPORT DE COURS
102	Project management	Projektmanagement		Gestión de proyectos	In this lesson learn important vocabulary for project management, including describing the progress of a project, key stages and useful terminology.	In dieser Lektion lernen Sie wichtige Vokabeln für das Projektmanagement. Sie lernen den Fortschritt eines Projekts sowie dessen wichtige Phasen mit wichtigen Fachbegriffen zu beschreiben. 		En esta lección, aprenderá vocabulario importante para la gestión de proyectos, incluida la descripción del progreso de un proyecto, las etapas clave y la terminología útil.																		SUPPORT DE COURS
115	Space tourism	Weltraumtourismus		Turismo en el espacio	This lesson is based on an article on the nascent space tourism industry. The text focuses on the different companies that will be operating in this market, including Richard Branson’s Virgin Galactic, as well as the future costs and environmental impact of commercial space flights. In the grammar section of the lesson, reported statements and questions are studied and practised. 	Die Lektion basiert auf einem Artikel über die aufkeimende Industrie des Weltraumtourismus. Der Text konzentriert sich auf verschiedene Unternehmen, die auf diesem Markt tätig sein werden, wie zum Beispiel Richard Bransons Virgin Galactic sowie auf die zukünftigen Kosten und die Auswirkungen kommerzieller Weltraumflüge auf die Umwelt. Im Grammatikteil der Lektion werden die indirekte Rede und indirekte Fragen gelernt und geübt. 		Esta lección se basa en un artículo sobre la emergente industria del turismo espacial. El texto se centra en las diferentes empresas que estarán operando en este mercado, incluida Virgin Galactic de Richard Branson, así como en los costos futuros y el impacto ambiental de los vuelos espaciales comerciales. En la sección de gramática de la lección, se practican oraciones y preguntas en el estilo indirecto.																		
	LEVEL C - ENGLISH FOR BUSINESS																									
110	Sharing viewpoints	Gemeinsame Standpunkte		Compartir puntos de vista	This lesson teaches language for sharing opinions during business meetings and discussions. Listen to a teleconference involving the board members of an IT distribution company discussing a proposal to expand their business. 	Die Lektion vermittelt Sprachfertigkeiten, um in geschäftlichen Besprechungen und Diskussionen seine Meinung mitzuteilen. Sie hören eine Telefonkonferenz mit Vorstandsmitgliedern aus einer IT Vertriebsgesellschaft, die über den Vorschlag diskutieren, ihr Unternehmen zu erweitern. 		Esta lección enseña el lenguaje para compartir opiniones durante reuniones de negocios y discusiones. Escuche una teleconferencia en la que los miembros de la junta de una empresa de distribución de TI debaten una propuesta para expandir su negocio.																		SUPPORT DE COURS
90	Networking	Netzwerken		El trabajo en red	Read an article on the benefits of making useful connections in business and how to be a good networker. In the grammar section of the worksheet, a variety of structures with ‘get’ are studied and practised. 	Lesen Sie einen Artikel, über die Vorteile nützliche Geschäftskontakte zu knüpfen und wie man zu einem guten Netzwerker wird. Im Grammatikteil des Arbeitsblattes werden eine Reihe an Strukturen mit 'get' gelernt und geübt.  		Lea un artículo sobre los beneficios de establecer conexiones útiles en los negocios y cómo ser un buen trabajador en red. En la sección de gramática de la hoja de trabajo, se estudian y practican una variedad de estructuras con "get".																		SUPPORT DE COURS
99	Problem solving	Probleme lösen		Resolver problemas	In this lesson you will learn useful language for handling and solving problems at work. Vocabulary for describing different types of problems and solutions is studied. Listen to several dialogues and study the expressions used by the speakers to declare and diagnose a problem as well as make suggestions and take action. 	In dieser Lektion werden Sie nützliche Sprachfertigkeiten lernen, um mit Problemen bei der Arbeit umzugehen und sie zu lösen. Wortschatz, um verschiedene Typen von Problemen und Lösungen zu beschreiben, wird gelernt. Sie hören verschiedene Dialoge und lernen Ausdrücke, die von Muttersprachlern verwendet werden, um ein Problem zu melden, ein Problem zu erkennen sowie Vorschläge zu machen und Maßnahmen zu treffen. 		En esta lección aprenderá lenguaje práctico para manejar y resolver problemas en el trabajo. Se estudia el vocabulario para describir diferentes tipos de problemas y soluciones. Escuchará varios diálogos y estudiará las expresiones que utilizan los hablantes para enunciar y diagnosticar un problema, así como para hacer sugerencias y actuar.																		SUPPORT DE COURS
41	Cultural know-how	Kulturelles Know-How		Conocimiento cultural	The topic of this lesson is the importance of understanding the cultural etiquette of different countries. The lesson introduces idioms concerned with etiquette and behaviour such as go Dutch, follow suit, return the compliment. Present modal verbs for advice, possibility and necessity are revised and past forms are introduced and practised. 	Diese Lektion handelt davon, wie wichtig es in anderen Ländern ist, die kulturellen Gepflogenheiten zu verstehen. Die Lektion führt Redensarten ein, die sich an Verhaltensregeln orientieren wie zum Beispiel go Dutch (getrennt zahlen), follow suit (nachziehen) oder return the compliment (das Kompliment erwidern). Die Gegenwartsformen der Modalverben, um Ratschläge zu geben sowie Möglichkeiten und Notwendigkeiten auszudrücken, werden wiederholt und die Vergangenheitsformen der Modalverben werden eingeführt und geübt. 		El tema de esta lección es la importancia de comprender la etiqueta cultural de diferentes países. La lección presenta expresiones idiomáticas relacionadas con la etiqueta y el comportamiento, como "go Dutch", "follow suit", "return the compliment". Se revisan los verbos modales presentes para dar consejos, de posibilidad y de necesidad y se introducen y practican formas pasadas.																		SUPPORT DE COURS
248	Cultural diversity	Kulturelle Vielfalt		Diversidad cultural	Read an article on the cultural and linguistic diversity of Manchester.	Lesen Sie einen Artikel über die sprachliche Vielfalt von Manchester. 		Lea un artículo sobre la diversidad cultural y lingüística de Manchester.																		SUPPORT DE COURS
118	Starting and running a small business	Gründung und Führung eines Kleinunternehmens		Comenzar y manejar una pequeña empresa	Study and use general vocabulary connected to running small businesses in this lesson plan. There are activities on the reasons to start a small business, the steps you need to take before you open a small business, and what needs to be done to keep it running. 	In diesem Stundenentwurf lernen und verwenden Sie Vokabeln über das Führen von kleinen Unternehmen. Es gibt Aufgaben über die Gründe, ein Unternehmen zu gründen, die Schritte, die man unternehmen muss, bevor man ein kleines Unternehmen eröffnet und zu dem, was getan werden muss, um es am Laufen zu halten. 		Estudie y use vocabulario general relacionado con la gestión de pequeñas empresas en este plan de lecciones. Hay actividades sobre las razones para iniciar una pequeña empresa, los pasos que debe seguir antes de abrir una pequeña empresa y lo que debe hacer para mantenerla en funcionamiento.																		SUPPORT DE COURS
61	From bust to boom	Von der Pleite zum Aufschwung		Remontar de una caída	The theme of this lesson is what makes a country attractive to potential investors. Read about the investment potential of Germany and learn a variety of important terms for describing a nation’s economy. 	Das Thema dieser Lektion ist, was ein Land für potentielle Investoren attraktiv macht. Sie lesen über das Investitionspotential von Deutschland und lernen eine Vielzahl von wichtigen Ausdrücken, um die Wirtschaft eines Staates zu beschreiben. 		El tema de esta lección es qué hace que un país sea interesante para potenciales inversores. Lea sobre el potencial de inversión de Alemania y aprenda una variedad de términos importantes para describir la economía de una nación.																		SUPPORT DE COURS
34	Competition	Wettbewerb		Competencia	This lesson teaches useful vocabulary for talking about competition in business. Listen to a talk about the rivalry between Burger King and McDonald’s, learn collocations with the word ‘competition’ and study competition idioms.	Die Lektion vermittelt nützlichen Wortschatz, um über geschäftlichen Wettbewerb zu sprechen. Sie hören ein Gespräch über die Rivalität zwischen Burger King und McDonald's, lernen Kollokationen mit dem Wort 'Wettbewerb' und lernen Redewendungen zum Thema Wettbewerb. 		Esta lección enseña vocabulario útil para hablar sobre la competencia en los negocios. Escuche una charla sobre la rivalidad entre Burger King y McDonald's, aprenda "collocations" con la palabra "competition" y estudie expresiones idiomáticas de competencia.																		SUPPORT DE COURS
87	Mumpreneurs	Mumpreneurs		Madres emprendedoras	This lesson is based on an article about 'mumpreneurs' -- women who combine being a mother with running a business. The lesson comprises of reading, speaking and vocabulary activities, including an exercise on phrasal verbs. 	Diese Lektion basiert auf einem Artikel über 'mumpreneurs' - Frauen, die gleichzeitig Mütter und Unternehmerinnen sind. Die Lektion beinhaltet Lesen, Sprechen und Wortschatzaufgaben sowie eine Übung zu phrasal verbs. 		Esta lección se basa en un artículo sobre "mumpreneurs": mujeres que combinan ser madre con dirigir un negocio. La lección consta de actividades de lectura, expresión oral y vocabulario, incluido un ejercicio sobre verbos compuestos.																		SUPPORT DE COURS
51	Ethical chocolate	Ethische Schokolade		Un chocolate ético	The theme of this lesson is business ethics. Read an article about a UK chocolate company called Montezuma’s, whose founders decided to put ethics at the heart of their business. The lesson introduces a number of common phrasal verbs, which are studied and practised. 	Das Thema dieser Lektion ist Geschäftsethik. Sie lesen einen Artikel über eine britische Schokoladenfirma namens Montezuma's, deren Gründer sich dazu entschlossen haben, die Ethik ins Zentrum ihres Unternehmens zu stellen. Die Lektion führt einige phrasal verbs ein, die gelernt und geübt werden. 		El tema de esta lección es la ética empresarial. Lea un artículo sobre una empresa de chocolate del Reino Unido llamada Montezuma's cuyos fundadores decidieron poner la ética como el foco de su negocio. La lección presenta una serie de verbos compuestos comunes que se estudian y practican.																		SUPPORT DE COURS
145	Waiting in line	Schlange stehen		Esperar en línea	Read about how the modern office environment has changed and the innovative workplace practices of Google, Facebook and other big tech companies.	Lesen Sie darüber, wie sich die moderne Büroumgebung verändert hat und erfahren Sie etwas über die innovativen Praktiken von Google, Facebook und anderen großen Tech-Unternehmen. 		Lea sobre cómo ha cambiado el entorno de la oficina moderna y las prácticas innovadoras en el lugar de trabajo de Google, Facebook y otras grandes empresas de tecnología.																		SUPPORT DE COURS
48	Dress code	Kleiderordnung		Código de vestimenta	The theme of this lesson is company dress code. Read a short article about the changing attitudes towards employee dress code among businesses in the UK. In the grammar section of the worksheet, the passive voice is reviewed. 	Das Thema dieser Lektion sind Kleidervorschriften. Sie lesen einen kurzen Artikel über eine sich verändernde Haltung gegenüber Kleidervorschriften für Angestellte in Großbritannien. Im Grammatikteil dieser Lektion wird die indirekte Rede wiederholt. 		El tema de esta lección es el código de vestimenta de una empresa. Lea un breve artículo sobre el cambio de actitudes hacia el código de vestimenta de los empleados entre las empresas del Reino Unido. En la sección de gramática, se revisa la voz pasiva.																		SUPPORT DE COURS
94	Office speak	Bürosprache		Vocabulario de oficina	The theme of this light-hearted lesson is office jargon. Read a satirical article on everyday business cliches used in the modern workplace. 	Das Thema dieser unbeschwerten Lektion ist Bürojargon. Sie lesen einen satirischen Arikel über Floskeln im Geschäftsalltag, die im modernen Arbeitsleben verwendet werden. 		El tema de esta divertida  lección es la jerga de la oficina. Lea un artículo satírico sobre los clichés comerciales cotidianos que se utilizan en el lugar de trabajo moderno.																		SUPPORT DE COURS
91	Office annoyances	Ärgernisse im Büro		Hábitos molestos de oficina	Read an article about the things that people find most annoying in the office in this lesson plan. Activities focus on understanding the text, plus key words and phrases. 	Sie lesen in diesem Stundenentwurf einen Artikel über die Dinge, die die Leute im Büro am meisten stört. Die Aufgaben konzentrieren sich auf Textverstehen, Schlüsselwörter und Wendungen. 		Lea un artículo sobre las cosas que a las personas les resultan más molestas en la oficina en este plan de lecciones. Las actividades se centran en la comprensión del texto, además de palabras y frases clave.																		SUPPORT DE COURS
93	Office hygiene	Bürohygiene		La higiene de la oficina	Read an article about the microorganisms that can be found on our office desks. The worksheet activities focus on key vocabulary and understanding the text. 	Lesen Sie einen Artikel über Mikroorganismen, die auf unseren Schreibtischen vorkommen. Das Arbeitsblatt konzentriert sich auf Schlüsselwortschatz und Textverstehen. 		Lea un artículo sobre los microorganismos que se pueden encontrar en nuestros escritorios de oficina. Las actividades de la hoja de trabajo se centran en el vocabulario clave y la comprensión del texto.																		SUPPORT DE COURS
121	Stereotypes and the older worker	Stereotypen und ältere Arbeitnehmer		Estereotipos y el trabajador adulto mayor	Read an article about the misconceptions people have about older workers. Complete comprehension activities plus exercises on key vocabulary. 	Lesen Sie einen Artikel über die falschen Vorstellungen, die die Leute von älteren Angestellten haben. Ergänzen Sie die Verständnisaufgaben und die Übungen zum Schlüsselwortschatz. 		Lea un artículo sobre los conceptos erróneos que la gente tiene sobre los trabajadores mayores. Complete actividades de comprensión más ejercicios sobre vocabulario clave.																		SUPPORT DE COURS
5	Back to work	Zurück zur Arbeit		Devuelta al trabajo	This lesson looks at the benefits of working at home compared with office work. Read an article about Yahoo!'s controversial decision to ban staff from working remotely.	Diese Lektion untersucht die Vorteile der Arbeit im Homeoffice im Vergleich zu der Arbeit im Büro. Lesen Sie einen Artikel über Yahoo!s umstrittene Entscheidung, das Arbeiten seiner Angestellten im Homeoffice zu verbieten. 		Esta lección analiza los beneficios de trabajar en casa en comparación con el trabajo de oficina. Lea un artículo sobre la polémica decisión de Yahoo! de prohibir al personal trabajar de forma remota.																		SUPPORT DE COURS
73	Leadership and management	Führung und Management		Liderazgo y gestión	Learn words and phrases related to leadership and being a manager. Read an article about what makes a good manager and practise vocabulary for positive and negative leadership qualities. Also learn management verbs.	Lernen Sie Wörter und Wendungen zu Führung und Unternehmensleitung. Lesen Sie einen Artikel darüber, was einen guten Manager ausmacht und üben Sie Wortschatz, um positive und negative Eigenschaften einer Führungskraft zu beschreiben. Sie lernen auch Verben zum Thema Management. 		Aprenda palabras y frases relacionadas con el liderazgo y la gerencia. Lea un artículo sobre lo que hace a un buen gerente y practique el vocabulario de las cualidades de liderazgo positivas y negativas. También aprenda los verbos de administración.																		SUPPORT DE COURS
58	Flexible working and gender roles	Flexibles Arbeiten und  Geschlechterrollen		Roles flexibles de trabajo y de género 	Read about the benefits and drawbacks of flexible working for men and women in the UK workforce. The lesson focuses on vocabulary, reading comprehension and speaking.	Lesen Sie über die Vorteile und Nachteile flexibler Arbeitszeiten für männliche und weibliche Beschäftigte in Großbritannien. Die Lektion konzentriert sich auf Wortschatz, Leseverstehen und Sprechen. 		Lea sobre los beneficios y desventajas del trabajo flexible para hombres y mujeres en la fuerza laboral del Reino Unido. La lección se centra en el vocabulario, la comprensión de lectura y el habla.																		SUPPORT DE COURS
79	Managing a phone call	Ein Telefonat führen		Gestionar una llamada	Learn how to manage a phone conversation in English. Vocabulary for describing telephone behaviour is studied. Listen to a phone call and study the expressions used to direct and change the topic of the conversation.	Lernen Sie, einen Telefongespräch auf Englisch zu führen. Wortschatz, um das Verhalten am Telefon zu beschreiben wird gelernt. Sie hören ein Telefongespräch und lernen Ausdrücke, um das Gesprächsthema in eine bestimmte Richtung zu lenken oder es zu wechseln. 		Aprenda a llevar a cabo una conversación telefónica en inglés. Se estudia el vocabulario para describir el comportamiento telefónico. Escuche una llamada telefónica y estudie las expresiones utilizadas para abordar y cambiar el tema de la conversación.																		SUPPORT DE COURS
132	The financial crisis	Die Finanzkrise		La crisis financiera	The theme of this lesson is the global financial crisis. Read an article on how the economic downturn was affecting Britain in 2008. A number of economic terms are introduced, and a variety of structures for predicting and speculating about the future are studied and practised. 	Das Thema dieser Lektion ist die weltweite Finanzkrise. Lesen Sie einen Artikel über den wirtschaftlichen Abschwung, der Großbritannien 2008 getroffen hat. Eine Reihe an wirtschaftlichen Ausdrücken wird eingeführt und einige Strukturen, um die Zukunft vorherzusagen und über sie zu spekulieren, werden gelernt und geübt. 		El tema de esta lección es la crisis financiera mundial. Lea un artículo sobre cómo la recesión económica afectó a Gran Bretaña en 2008. Se introducen varios términos económicos, se estudian y practican una variedad de estructuras para predecir y especular sobre el futuro.																		SUPPORT DE COURS
531	Wealth inequality	Ungleichheit des  Wohlstands		Desigualdad de la riqueza	Read an article on the result of research on the global rich-poor gap. The worksheet focuses on vocabulary development and discussion.	Lesen Sie einen Artikel über die Ergebnisse einer Forschungsarbeit zu der weltweiten Kluft zwischen arm und reich. Das Arbeitsblatt konzentriert sich auf Wortschatzentwicklung und Sprechen. 		Lea un artículo sobre el resultado de la investigación sobre la brecha global entre ricos y pobres. La hoja de trabajo se centra en el desarrollo y la discusión del vocabulario.																		SUPPORT DE COURS
7	Basic income	Grundeinkommen		Salario mínimo	Read the story of Finland's experiment with universal basic income. Across two texts learn key vocabulary to talk about the subject. 	Lesen Sie die Geschichte eines finnländischen Experiments zu einem bedingungslosen Grundeinkommen. Durch zwei Texte lernen Sie Schlüsselwortschatz, um über das Thema zu sprechen. 		Lea la historia del experimento con el salario básico universal de Finlandia. A través de dos textos, aprenda vocabulario clave para hablar sobre el tema.																		SUPPORT DE COURS
9	Bitcoin and the black market	Bitcoin und der  Schwarzmarkt		Bitcoin y el mercado negro	Read about bitcoin and its part in illegal trading on the internet. Activities cover key words, phrases, and understanding the text. There is also an exercise on adverbs. 	Lesen Sie über Bitcoin und seinen Anteil an illegalem Handel im Internet. Die Aufgaben decken Schlüsselwörter, Wendungen und Textverstehen ab. Es gibt auch eine Übung zu Adverbien. 		Lea sobre bitcoin y su participación en el comercio ilegal en Internet. Las actividades cubren palabras clave, frases y comprensión del texto. También hay un ejercicio sobre adverbios.																		SUPPORT DE COURS
368	Money	Geld		Dinero	In this lesson you will learn and practise vocabulary related to money.	In dieser Lektion werden Sie Wortschatz zum Thema Geld lernen und üben. 		En esta lección aprenderás y practicarás vocabulario relacionado con el dinero.																		SUPPORT DE COURS
114	Small talk	Small Talk		Charla trivial	This lesson teaches expressions and techniques for making conversation. Study vocabulary for describing different types of social interaction as well as typical conversation openers and responses. 	Diese Lektion vermittelt Ausdrücke und Techniken, um ein Gespräch zu führen. Lernen Sie Vokabeln, um verschiedene Arten sozialer Interaktion zu beschreiben sowie typische Gesprächseröffnungen und Antworten. 		Esta lección enseña expresiones y técnicas para entablar una conversación. Estudie el vocabulario para describir los diferentes tipos de interacción social, así como las típicas formas de empezar una conversación y responder preguntas.																		SUPPORT DE COURS
15	Business idioms	Geschäftliche  Redewendungen		Expresiones idiomáticas de negocios	Learn 13 common idioms used in Business English. 	Lernen Sie 13 übliche Redewendungen, die im Business English verwendet werden.		Aprenda 13 expresiones idiomáticas comunes que se utilizan en el inglés comercial.																		SUPPORT DE COURS
