ID	TITLE EN	TITLE DE	TITLE FR	TITLE ES	DESCRIPTION EN	DESCRIPTION DE	DESCRIPTION FR	DESCRIPTION ES
397	Planning ahead	Vorausplanen		Planes a futuro	The theme of this lesson is probability and chance. Read an article on an unusual, statistical approach to planning their week. Collocations for describing several routines and activities are studied. In the grammar exercises, learn how to express probability and chance using modal verbs and other useful structures. 	Das Thema der Lektion ist Wahrscheinlichkeit und Zufall. Lesen Sie einen Artikel über einen ungewöhnlichen statistischen Ansatz für einen Wochenplan. Kollokationen, um verschiedene Routinen und Tätigkeiten zu beschreiben, werden hier gelernt. In der Übung zur Grammatik lernen Sie, wie man Wahrscheinlichkeit und Zufall ausdrückt und wie man Modalverben und andere nützliche Strukturen verwendet. 		El tema de esta lección es "la probabilidad y el azar". Lea un artículo sobre un enfoque estadístico atípico para planificar su semana. Se estudian las "collocations" para describir varias rutinas y actividades. En los ejercicios de gramática, aprenda a expresar probabilidad y azar usando verbos modales y otras estructuras útiles.
401	Predictions	Vorhersagen		Predicciones	The theme of this lesson is prediction. Read an amusing article on eight embarrassing predictions made by well-respected experts at different periods of modern history. In the grammar exercises, structures for reporting a prediction made in the past are learnt and the use and omission of the definite article for talking in general is studied. 	Das Thema dieser Lektion ist die Vorhersage. Lesen Sie einen amüsanten Artikel über acht peinliche Vorhersagen, die von anerkannten Experten zu verschiedenen Zeiten unserer modernen Geschichtsschreibung gemacht wurden. In den Übungen zur Grammatik lernen Sie die Strukturen, um eine Vorhersage wiederzugeben, die in der Vergangenheit gemacht wurde und wann Sie den bestimmten Artikel verwenden müssen bzw. wann Sie ihn weglassen müssen, um über allgemeine Sachverhalte zu sprechen. 		El tema de esta lección es "predicciones". Lea un artículo divertido sobre ocho predicciones embarazosas hechas por expertos muy respetados en diferentes períodos de la historia moderna. En la sección de gramática, se aprenden las estructuras para reportar una predicción hecha en el pasado y se estudia el uso y la omisión del artículo definido para hablar de generalidades.
405	Probability and chance	Wahrscheinlichkeit und Zufall		Probabilidades y chances	In this lesson learn useful expressions for expressing the probability that something will happen in the future, including 'be likely/unlikely/bound/certain to + infinitive' and phrases with 'chance'.	In dieser Lektion lernen Sie nützliche Ausdrücke, um die Wahrscheinlichkeit auszudrücken, dass etwas in der Zukunft passieren wird und werden dabei die Ausdrücke  'be likely/unlikely/bound/certain to + infinitive' sowie Wendungen mit 'Zufall' anwenden. 		En esta lección, aprenda expresiones útiles para expresar la probabilidad de que algo suceda en el futuro, incluyendo "be likely/unlikely/bound/certain to + infinitivo" y frases con "chance".
457	Suggesting ideas	Ideen vorschlagen		Haciendo sugerencias	This lesson teaches vocabulary for describing and discussing ideas. Listen to a dialogue between two friends planning a weekend break and practise asking for, making and responding to suggestions. 	Diese Lektion vermittelt Vokabeln, um Ideen zu beschreiben und zu diskutieren. Hören Sie einen Dialog zwischen zwei Freunden, die einen Wochenendausflug planen und üben Sie dabei, nach Vorschlägen zu fragen, Vorschläge zu machen und auf Vorschläge zu antworten. 		Esta lección enseña vocabulario para describir y discutir ideas. Escuche un diálogo entre dos amigos que planean una escapada de fin de semana y practique cómo pedir, hacer y responder sugerencias.
382	Origins of Christmas	Die Ursprünge von Weihnachten		Los origenes de la Navidad	Read about the pre-Christian origins of Christmas and learn some interesting facts about how the winter solstice was celebrated in Europe. 	Lesen Sie über die vorchristlichen Ursprünge von Weihnachten und erfahren Sie Interessantes darüber, wie die Wintersonnenwende in Europa gefeiert wurde. 		Lea sobre los orígenes precristianos de la Navidad y aprenda algunos datos interesantes sobre cómo se celebraba el solsticio de invierno en Europa.
272	Easter	Ostern		Pascuas	Learn about Easter customs around the world and discover some unusual facts about this time of year. 	Erfahren Sie etwas über Osterbräuche auf der ganzen Welt und entdecken Sie dabei Ungewöhnliches über diese Zeit des Jahres. 		Aprenda sobre las costumbres de Pascua en todo el mundo y descubra algunos hechos atípicos en esta época del año.
226	Christmas words and traditions	Weihnachten und Traditionen		Vocabulario de Navidad y tradiciones	Learn common Christmas vocabulary and Christmas traditions around the world.	Lernen Sie gebräuchliche Vokabeln zum Thema Weihnachten und weihnachtliche Traditionen auf der ganzen Welt. 		Aprenda típico vocabulario navideño y tradiciones navideñas en todo el mundo.
179	All about Halloween	Alles über Halloween		Todo sobre Halloween	This lesson covers a range of Halloween-related vocabulary and some interesting 'facts' about the festival.	Diese Lektion deckt eine Reihe an Vokabeln zum Thema Halloween und einige interessante Informationen über diesen Feiertag ab. 		Esta lección cubre una variedad de vocabulario relacionado con Halloween y algunos datos interesantes sobre el festival.
296	Festive phrasal verbs	Festliche Phrasenverben		Verbos compuestos de festividades	Nine common phrasal verbs are presented in a festive context. 	Neun gebräuchliche phrasal verbs im Kontext von Festen werden präsentiert. 		Nueve de los verbos compuestos más comunes se presentan en un contexto festivo.
355	Love at first byte	Liebe auf den ersten Byte		Amor a primer byte	The topic of this lesson is <b>online dating</b> and <b>relationships</b>. Read an article on a trend called ‘network dating’ – the use of social media websites and mutual friends to help single people get together. Study common expressions for describing the different stages of a relationship as well as the use of the present continuous, present perfect and past simple <b>tenses for describing trends</b>.	Das Thema dieser Lektion ist online Dating und Beziehungen. Lesen Sie einen Artikel über einen Trend, der 'Network Dating' genannt wird. Dabei nutzen Singles soziale Netzwerke und gemeinsame Freunde, um zueinanderzufinden. Lernen Sie dabei verschiedene Ausdrücke, um die verschiedenen Etappen einer Beziehung zu beschreiben sowie den Gebrauch des present continuous, present perfect und simple past, um Trends zu beschreiben. 		El tema de esta lección son las citas y las relaciones en línea. Lea un artículo sobre una tendencia llamada "citas en red": el uso de sitios web de redes sociales y de amigos mutuos para ayudar a las personas solteras a conocerse. Estudie expresiones comunes para describir las diferentes etapas de una relación, así como el uso del presente continuo, presente perfecto y pasado simple para describir tendencias.
439	Social networking	Soziales Netzwerken		Redes sociales	Read about the history of social networking and learn how to describe the typical features and functions. 	Lesen Sie über die Geschichte der sozialen Netzwerke und lernen Sie dabei, typische Merkmale und Funktionen der sozialen Netzwerke zu beschreiben. 		Lea sobre la historia de las redes sociales y aprenda a describir las características y funciones típicas.
509	Tindersurfing	Tindern		Tinder	Read an article about a man who travelled around Europe staying with matches he met on the dating app Tinder. There are exercises covering key words and phrases, and a grammar activity on common expressions with -ing. 	Lesen Sie einen Artikel über einen Mann, der durch ganz Europa gereist ist und dabei bei Leuten übernachtet hat, die er auf der Dating-Platform Tinder kennengelernt hatte. Die Übungen decken Schlüsselwörter und Wendungen ab sowie eine Übung zur Grammatik für gebräuchliche Ausdrücke mit der Endung -ing. 		Lea un artículo sobre un hombre que viajó por Europa y se hospedó en la casa de sus "matches" que conoció en la aplicación de citas Tinder. Hay ejercicios que cubren palabras y frases clave, y una actividad gramatical sobre expresiones comunes con -ing.
307	Generation Linkster	Generation Linkster		Generación Linkster	Read an article about the current generation who are growing up with technology from day one. Activities focus on vocabulary and phrasal verbs.	Lesen Sie einen Artikel über die gegenwärtige Generation, die ab Geburt mit Technologie aufwächst. Die Aufgaben konzentrieren sich auf Vokabeln und phrasal verbs. 		Lea un artículo sobre la generación actual que está en contacto con la tecnología desde que nacen. Las actividades se centran en el vocabulario y los verbos compuestos.
239	Computers and the Internet	Computer und das Internet		Computadoras e Internet	Learn and practise vocabulary related to computers and the Internet.	Lernen und üben Sie Vokabeln zum Thema 'Computer und Internet'. 		Aprenda y practique vocabulario relacionado con las computadoras e Internet.
432	Sightseeing	Besichtigungstour		Excursionismo	In this lesson learn some common adjectives for describing a tourist destination.	In dieser Lektion lernen Sie einige gebräuchliche Adjektive, um ein touristisches Ziel beschreiben zu können. 		En esta lección, aprenda algunos de los adjetivos más comunes para describir un destino turístico.
505	The universe	Das Universum		El universo	In this lesson you will learn and use vocabulary connected with the universe. There is a short text on the universe and a vocabulary exercise on things that happen in space. The lesson finishes with an activity on comparing different things. 	In dieser Lektion werden Sie Wortschatz über das Universum lernen und üben. Es gibt einen kurzen Text über das Universum und eine Wortschatzübung über Dinge, die sich im Weltall ereignen. Die Lektion endet mit einer Aufgabe, in der Sie verschiedene Dinge vergleichen. 		En esta lección aprenderá y utilizará vocabulario relacionado con el universo. Hay un breve texto sobre el universo y un ejercicio de vocabulario sobre cosas que suceden en el espacio. La lección termina con una actividad de comparación.
528	War and conflict	Krieg und Konflikt		Guerra y conflicto	In this lesson you will learn vocabulary related to war, conflict and terrorism. The worksheet includes several discussion activities.	In dieser Lektion werden Sie Wortschatz zu Krieg, Konflikt und Terrorismus lernen. Das Arbeitsblatt beinhaltet verschiedene Aufgaben zur Diskussion. 		En esta lección aprenderá vocabulario relacionado con la guerra, el conflicto y el terrorismo. La hoja de trabajo incluye varias actividades de discusión.
245	Crazy idea	Verrückte Ideen		Una idea descabellada	The theme of this 6-page worksheet is the migrant crisis in Europe. Read about an Egyptian billionaire who wants to accommodate desperate refugees on two privately-owned Greek islands. 	Das Thema dieses sechsseitigen Arbeitsblattes ist die Flüchtlingskrise in Europa. Lesen Sie über einen ägyptischen Milliardär, der verzweifelte Flüchtlinge auf zwei griechischen Inseln unterbringen will, die ihm selbst gehören. 		El tema de esta hoja de trabajo de 6 páginas es la crisis migratoria en Europa. Lea sobre un multimillonario egipcio que quiere acoger a refugiados desesperados en dos islas griegas de propiedad privada.
342	It is vs. there is	It is vs. there is		It is vs. there is	This worksheet looks at the difference between the structures <b>It is ...</b> and <b>There is ...</b>, a common area of confusion among learners.	Das Arbeitsblatt untersucht den Unterschied zwischen den Strukturen 'It is' und 'There is', einem Bereich, in dem Lernende oft Fehler machen. 		Esta hoja de trabajo analiza la diferencia entre las estructuras "It is" y "There is", conceptos frecuentemente confundidos entre los alumnos.
343	Job hunting	Arbeitssuche		Búsqueda de empleo	This worksheet focuses on vocabulary for describing the activity of job seeking. During the lesson listen to a job search expert giving his top tips.	Das Arbeitsblatt konzentriert sich auf Wortschatz, um die Arbeitssuche zu beschreiben. In der Lektion hören Sie, welche Tips ein Experte für Arbeitssuche hat. 		Esta hoja de trabajo se centra en el vocabulario para describir la búsqueda de empleo. Durante la lección, escuche a un experto en búsqueda de empleo dando sus mejores consejos.
344	Jobs	Jobs		Trabajos	In this lesson you will learn and practise vocabulary related to jobs.	In dieser Lektion werden Sie Wortschatz zum Thema Beruf lernen und üben. 		En esta lección aprenderá y practicará vocabulario relacionado con los trabajos.
371	Moving to a new country	Umzug in ein neues Land		Viviendo en otro país	In this lesson you can practise vocabulary for emigrating to a new country. Activities focus on the reasons to move, what you need before you go and situations that happen when you arrive at your destination. 	In dieser Lektion können Sie Wortschatz üben, um in ein anderes Land auszuwandern. Die Aufgaben konzentrieren sich auf Gründe für den Umzug, was man tun muss, bevor man umzieht und Situationen, die auftreten können, wenn man am Zielort ankommt. 		En esta lección, puede practicar el vocabulario para emigrar a un nuevo país. Las actividades se centran en las razones para trasladarse, las cosas que necesita antes de partir y las situaciones que suceden cuando llega a su destino.
261	Describing jobs	Jobs beschreiben		Describiendo trabajos	Learn vocabulary for <b>talking about jobs</b>. The worksheet covers typical adjectives and expressions used for describing work. 	Lernen Sie Wortschatz, um über Berufe zu sprechen. Das Arbeitsblatt deckt typische Adjektive und Ausdrücke ab, um Arbeit zu beschreiben. 		Aprenda vocabulario para hablar sobre trabajos. La hoja de trabajo cubre los adjetivos y expresiones típicas que se utilizan para describir el trabajo.
203	Attending a job interview	Teilnahme an einem  Vorstellungsgespräch		Entrevista de trabajo	Learn useful vocabulary for attending a job interview in English. The worksheet includes an article about things candidates shouldn't say during an interview. 	Lernen Sie nützliche Vokabeln, um ein Bewerbungsgespräch auf Englisch zu meistern. Das Arbeitsblatt beinhaltet einen Artikel über Dinge, die ein Bewerber im Gespräch nicht sagen sollte. 		Aprenda vocabulario útil para asistir a una entrevista de trabajo en inglés. La hoja de trabajo incluye un artículo sobre cosas que los candidatos no deben decir durante una entrevista.
353	Long and short vowels 1	Lange und kurze Vokale 1		Long and short vowels 1	In this lesson you will learn and practise how to pronounce long and short vowels. There's an audio activity to help you recognise these sounds in words, as well as exercises to help you articulate them while speaking.	In dieser Lektion werden Sie die Aussprache von langen und kurzen Vokalen lernen und üben. Es gibt eine Höraufgabe, die Ihnen helfen wird, diese Laute in Wörtern zu erkennen sowie eine Übung, die Ihnen hilft, sie auszusprechen. 		En esta lección aprenderá y practicará cómo pronunciar vocales largas y cortas. Hay una actividad de audio para ayudarlo a reconocer estos sonidos en distintas palabras, así como ejercicios para ayudarlo a articularlos al hablar.
484	The pronunciation	Die Aussprache		La pronunciación	In this lesson learn and practise how to say the different 'th' sounds. There's an audio activity to help you recognise these sounds in words, as well as exercises to help you use the sounds while speaking.  	In dieser Lektion lernen und üben Sie die verschiedenen 'th' Laute auszusprechen. Es gibt eine Höraufgabe, die Ihnen helfen wird, diese Laute in Wörtern zu erkennen sowie eine Übung, die Ihnen hilft, sie auszusprechen. 		En esta lección, aprenda y practique cómo decir los diferentes sonidos para los grafemas 'th'. Hay una actividad de audio para ayudarlo a reconocer estos sonidos en palabras, así como ejercicios para ayudarlo a usar los sonidos al hablar.
501	The schwa 1	Das Schwa 1		The schwa 1	In this lesson you will learn and practise how to use the 'schwa' sound. There are audio activities for you to recognise the sounds in words and as part of sentences, and to practise creating the sound.	In dieser Lektion lernen und üben Sie den 'schwa' Laut auszusprechen. Es gibt Höraufgaben, die Ihnen helfen, den Laut in Wörtern und Sätzen zu erkennen sowie eine Übung, die Ihnen hilft, ihn auszusprechen. 		En esta lección aprenderá y practicará cómo usar el sonido "schwa". Hay actividades de audio para que reconozca los sonidos de las palabras y en distintas partes de las oraciones, y para que practique la producción del sonido.
275	Ed pronunciation	ed Aussprache		Ed pronunciation	Learn and practise the different ways of saying 'ed' at the end of regular verbs in the past tense. There's an audio activity to help you recognise these sounds in words, as well as exercises to help you use the sounds in their speaking.	Lernen und üben Sie die verschiedene Arten das 'ed', die regelmäßige Endung von Verben in der Vergangenheit auszusprechen. Es gibt eine Höraufgabe, die Ihnen helfen wird, diese Laute in Wörtern zu erkennen sowie Übungen, die Ihnen helfen, sie auszusprechen. 		Aprenda y practique las diferentes formas de decir "-ed" al final de los verbos regulares en tiempo pasado. Hay una actividad de audio para ayudarlo a reconocer estos sonidos en las palabras, así como ejercicios para ayudarlo a usar los sonidos al hablar.
298	Final -s pronunciation	Aussprache der Endung -s		Final -s pronunciation	In this lesson learn and practise the different ways to pronounce 's' at the end of words. There are audio activities for you to recognise the sounds in single words and in sentences, and to practise creating the sounds. 	In dieser Lektion lernen und üben Sie verschiedene Arten, das 's' am Ende von Wörtern auszusprechen. Es gibt Höraufgaben, die Ihnen helfen werden, diese Laute in einzelnen Wörtern und Sätzen zu erkennen sowie Übungen, die Ihnen helfen, sie auszusprechen. 		En esta lección, aprenda y practique las diferentes formas de pronunciar la "s" al final de las palabras. Hay actividades de audio para que reconozca los sonidos en palabras sueltas y en oraciones, y practique la producción de los sonidos.
337	In the wild	In der Wildnis		Viviendo a lo salvaje	This worksheet is based on a newspaper interview with Jake Williams, a hermit who has lived in the Scottish wilderness for 30 years. There is an optional grammar exercise on the <b>present perfect</b>, <b>past simple</b> and <b>past perfect</b> tenses, which feature a lot in the article. 	Dieses Arbeitsblatt basiert auf einem Zeitungsinterview mit Jake Williams, einem Einsiedler, der 30 Jahre lang in der schottischen Natur gelebt hat. Es gibt eine optionale Übung zur Grammatik über das present perfect, das past simple und das past perfect, die in dem Artikel oft vorkommen. 		Esta hoja de trabajo se basa en una entrevista en un periódico con Jake Williams, un ermitaño que ha vivido en la naturaleza escocesa durante 30 años. Hay un ejercicio de gramática opcional sobre los tiempos verbales presente perfecto,  pasado simple y pasado perfecto, que aparecen mucho en el artículo.
347	King of chess	Schachkönig		Rey del ajedrez	The topic of this lesson is sporting talent. Read an article on an extremely gifted child chess prodigy from Ireland. In the grammar exercise, there is a review of the present simple, present perfect simple, past simple and used to + infinitive. 	Das Thema der Lektion ist sportliches Talent. Lesen Sie einen Artikel über ein hochbegabtes Kind aus Irland mit außergewöhnlichen Schach Fertigkeiten. In der Grammatikübung gibt es eine Wiederholung des present simple, present perfect simple und used to + infinitive. 		El tema de esta lección es "el talento deportivo". Lea un artículo sobre un niño irlandés prodigio del ajedrez extremadamente talentoso. En el ejercicio de gramática, hay una revisión del presente simple, presente perfecto simple, pasado simple y "used to" + infinitivo.
380	On the run	Auf der Flucht		A las corridas	In this lesson read an article about Dean Karnazes, a so-called ‘ultra-marathon runner’ who has run distances of up to 350 miles non-stop. In the grammar exercises, the differences between the gerund and infinitive forms in two-verb structures are studied and practised. 	In dieser Lektion lesen Sie einen Artikel über Dean Karnazes, einem sogenannten 'Ultra-Marathon Läufer', der Entfernungen von bis zu 350 Meilen auf einmal rennend zurückgelegt hat. In den Übungen zur Grammatik werden das Gerund und die Infinitivformen bei Sätzen mit zwei Verben gelernt und geübt, bzw. deren Unterschiede erklärt. 		En esta lección, lea un artículo sobre Dean Karnazes, un supuesto "corredor de ultramaratón" que ha corrido distancias de hasta 350 millas sin parar. En los ejercicios de gramática se estudian y practican las diferencias entre las formas gerundio e infinitivo en estructuras de dos verbos.
417	Religion	Religion		Religión	In this lesson you will learn essential vocabulary for talking about the world religions, including words for describing their members, places of worship, holy books and religious activities. 	In dieser Lektion werden Sie wesentliche Vokabeln lernen, um über die Weltreligionen zu sprechen. Sie lernen Wortschatz zu den Anhängern dieser Religionen, zu Orten, an denen Gottesdienst stattfindet, zu heiligen Schriften und religiösen Aktivitäten. 		En esta lección, aprenderá vocabulario esencial para hablar sobre las religiones del mundo, incluidas palabras para describir a sus miembros, lugares de culto, libros sagrados y actividades religiosas.
419	Reported speech	Indirekte Rede		Discurso indirecto	This worksheet teaches <b>reported speech</b>. The rules for changing the tense of the verb from <b>direct speech</b> are presented and practised. 	Das Arbeitsblatt vermittelt die Regeln der indirekten Rede. Die Regeln für die Zeitverschiebung von der direkten Rede in die indirekte Rede werden gelernt und angewendet. 		Esta hoja de trabajo enseña el estilo indirecto. Se presentan y practican las reglas para cambiar el tiempo del verbo del discurso directo.
425	Saint Patrick	Saint Patrick		San Patricio / Saint Patrick	In this quick lesson you will learn and talk about Saint Patrick's Day. The worksheet focuses on vocabulary, listening comprehension and speaking.	In dieser schnellen Lektion werden Sie etwas über den Saint Patrick's Day erfahren. Das Arbeitsblatt konzentriert sich auf Vokabeln, Hörverstehen und Sprechen. 		En esta lección rápida, aprenderá y hablará sobre el Día de San Patricio. La hoja de trabajo se centra en el vocabulario, la comprensión auditiva y el habla.
433	Slow television	Langsames Fernsehen		La televisión lenta	In this lesson read an article about a Norwegian trend called 'Slow TV' -- hours and hours of television coverage by fixed cameras on one single subject. The grammar section of the worksheet covers defining and non-defining relative clauses.	In dieser Lektion werden Sie einen Artikel über einen norwegischen Trend namens 'Slow TV' lesen. Beim 'Slow TV' werden Kameras stundenlang auf ein einzelnes Objekt gerichtet. Der Grammatikteil des Arbeitsblattes deckt defining und non-defining relative clauses ab. 		En esta lección, lea un artículo sobre una tendencia noruega llamada "TV lenta": horas y horas de cobertura televisiva con las cámaras fijas en un solo objeto. La sección de gramática de la hoja de trabajo cubre las cláusulas relativas definitorias y no definitorias.
455	Strange sports	Seltsame Sportarten		Deportes extraños	Read an article about unusual sports in this lesson plan<i>.  </i>Activities focus on key vocabulary and understanding the text. 	Lesen Sie einen Artikel über ungewöhnliche Sportarten. Die Aufgaben konzentrieren sich auf Schlüsselwortschatz und auf Textverstehen.		Lea un artículo sobre deportes insólitos en este plan de clase. Las actividades se centran en el vocabulario clave y la comprensión del texto.
480	Tea time	Teezeit		La hora del té	This lesson covers all things connected to tea. Read an article about the history of tea and discover which countries drink the most. 	Diese Lektion deckt alles zum Thema Tee ab. Lesen Sie einen Artikel über die Geschichte des Tees und entdecken Sie, welche Länder am meisten Tee trinken. 		Esta lección cubre todo lo relacionado con el té. Lea un artículo sobre la historia del té y descubra qué países son los que más lo beben.
523	Using other words	Andere Wörter verwenden		Usando otras palabras	In the IELTS speaking test, candidates may forget certain vocabulary due to nerves. This lesson gives practices in explaining what they mean using other words and phrases.	In der mündlichen Prüfung des IELTS kann es vorkommen, dass die Prüflinge Vokabeln vergessen, weil sie nervös sind. In dieser Lektion üben Sie zu erklären, was sie meinen, indem Sie auf andere Wörter und Wendungen zurückgreifen. 		En la prueba de expresión oral IELTS, los candidatos pueden olvidar cierto vocabulario debido a los nervios. Esta lección brinda práctica para refrasear lo que quieren decir utilizando otras palabras o frases.
541	Wide awake	Hellwach		Bien despierto	In this lesson you will read an article about how to get out of bed more easily in the mornings. Activities focus on key vocabulary and understanding the text. There is also an exercise on phrases and phrasal verbs with get. 	In dieser Lektion werden Sie einen Artikel darüber lesen, wie man morgens leichter aus dem Bett kommt. Die Aufgaben konzentrieren sich auf Schlüsselwortschatz und Textverstehen. Es gibt auch eine Übung zu Wendungen und phrasal verbs mit get. 		En esta lección, leerá un artículo sobre cómo levantarse de la cama más fácilmente por las mañanas. Las actividades se centran en el vocabulario clave y la comprensión del texto. También hay un ejercicio sobre frases típicas y verbos compuestos con "get".
547	Winter words	Winter Worte		Vocabulario de invierno	In this lesson, learn how to talk about winter.	In dieser Lektion lernen Sie, über den Winter zu reden. 		En esta lección, aprenda a hablar sobre el invierno.
551	Work words	Arbeitsworte		Vocabulario de trabajo	Learn and use words and phrases connected with work in this lesson. Exercises cover synonyms for the word job, ways of working, and common phrases with the word work.	In dieser Lektion lernen und nutzen Sie Wörter und Wendungen zum Thema Arbeit. Die Übungen decken Synonyme für 'Beruf', Arbeitsarten und gebräuchliche Wendungen mit 'Arbeit' ab. 		Aprenda y use palabras y frases relacionadas al trabajo en esta lección. Los ejercicios cubren sinónimos de la palabra trabajo, formas de trabajar y frases típicas con la palabra "work".
314	Habits	Gewohnheiten		Hábitos	In this lesson practise vocabulary for different types of habits, and read an article about practising good habits. The worksheet also includes grammar activities on the -ing (gerund) form. 	In dieser Lektion üben Sie Vokabeln zu verschiedenen Gewohnheiten. Außerdem lesen Sie einen Artikel darüber, wie man gute Gewohnheiten ausbildet. Das Arbeitsblatt beinhaltet Aufgaben zur Grammatik mit der -ing (gerund) Form. 		En esta lección, practique vocabulario para diferentes tipos de hábitos y lea un artículo sobre cómo lograr buenos hábitos. La hoja de trabajo también incluye actividades gramaticales del gerundio "-ing".
318	Health and illness	Gesundheit und Krankheit		Salud y enfermedad	In this lesson, students learn and practise vocabulary related to health and illness.	In dieser Lektion lernen und üben Sie Vokabeln zum Thema Gesundheit und Krankheit. 		En esta lección, los estudiantes aprenden y practican vocabulario relacionado con la salud y la enfermedad.
181	Animals	Tiere		Animales	In this lesson you will learn and practise vocabulary related to animals.	In dieser Lektion werden Sie Wortschatz über Tiere lernen und anwenden. 		En esta lección, aprenderá y practicará vocabulario relacionado con los animales.
237	Comfort food	Comfort Food		Comida reconfortante	The topic of this lesson is cooking. Read an article on the cooking repertoire of the British and study words to describe different kinds of food and cooking. Students then talk about their own countries’ cuisines.	Das Thema dieser Lektion ist Kochen. Sie lesen einen Artikel über typisch britische Gerichte und lernen Wörter, um verschiedene Arten von Essen und Kochen zu beschreiben. Die Lernenden sprechen über die Küche ihrer eigenen Länder. 		El tema de esta lección es "la cocina". Lea un artículo sobre el repertorio de cocina de los británicos y estudie palabras para describir diferentes tipos de comida y de cocina. Luego, los estudiantes hablarán sobre los métodos de cocina más típicos en sus países.
	NIVEAU C - ENGLISH FOR LIFE							
362	Meeting people	Menschen treffen		Conociendo gente	This lesson teaches common expressions for meeting people. Learn how to introduce yourself and greet other people in both formal and informal situations. 	Diese Lektion vermittelt übliche Ausdrücke für Situationen, in denen man auf neue Leute trifft. Lernen Sie, wie sie sich und andere Leute bei offiziellen und inoffiziellen Anlässen vorstellen können. 		Esta lección enseña expresiones típicas para conocer gente. Aprenda a presentarse y saludar a otras personas tanto en situaciones formales como informales.
358	Making friends	Freunde finden		Haciendo amigos	In this lesson you will learn useful phrasal vocabulary for talking about yourself and getting to know other people. Through listening and practise asking about someone’s background, work, leisure interests, etc. using a variety of tenses.	In dieser Lektion werden Sie nützlichen Wortschatz lernen, um über sich selbst zu sprechen und andere Menschen kennzulernen. Nach dem Hörverstehen werden Sie üben, jemandem nach seiner Herkunft, seiner Arbeit, seinen Hobbys etc. zu fragen und dabei eine Vielzahl an Zeitformen verwenden. 		En esta lección, aprenderá frases útiles para hablar sobre usted y para conocer a otras personas. Escucharáy practicará preguntas sobre la trayectoria, el trabajo, los intereses de ocio, etc. de la otra persona, utilizando varios tiempos verbales.
222	Chatting and small talk	Plaudern und Smalltalk		Charla trivial	This lesson introduces idioms and common social expressions used for gossiping, confiding in other people and making small talk. Study the use of question tags in making conversation and role play a variety of situations using the expressions and structures from the lesson.	Diese Lektion führt Redewendungen und übliche Ausdrücke ein, um über andere Leute zu reden, sich anderen anzuvertrauen und Small Talk zu machen. Sie lernen die Anwendung von question tags in einem Gespräch und machen Rollenspiele für verschiedene Situationen, indem Sie dabei die Ausdrücke und Strukturen der Lektion verwenden. 		Esta lección presenta expresiones idiomáticas y sociales típicas que se utilizan para chismorrear, confiar información a otras personas y entablar conversaciones triviales. Estudie el uso de coletillas interrogativas al entablar conversaciones y dramatice una variedad de situaciones utilizando las expresiones y estructuras de la lección.
412	Raw food	Rohkost		Comida cruda	Read an article about the raw food diet trend. The lesson includes vocabulary exercises and a discussion activity. Ideal for foodies!	Sie lesen einen Artikel über den Trend der Rohkosternährung. Die Lektion beinhaltet Wortschatzübungen und eine Diskussionsaufgabe. Ideal für alle diejenigen, denen Essen sehr wichtig ist!		Lea un artículo sobre la tendencia de la dieta de alimentos crudos. La lección incluye ejercicios de vocabulario y una actividad de discusión. ¡Ideal para amantes de la comida!
477	Taste and texture	Geschmack und Textur		Gustos y texturas	In this lesson you will learn how to describe the taste and texture of food. The lesson includes an exercise on taste idioms.	In dieser Lektion werden Sie lernen den Geschmack und die Beschaffenheit von Essen zu beschreiben. Die Lektion beinhaltet eine Übung für Redewendungen mit 'Geschmack'.		En esta lección aprenderá a describir el sabor y la textura de los alimentos. La lección incluye un ejercicio sobre expresiones idiomáticas relacionadas al gusto.
479	Tea	Tee		Té	Read an article about the history of tea and its popularity in Britain. Lesson activities focus on vocabulary and comprehension. At the end of the lesson, students discuss people's tea drinking habits in their own countries.	Sie lesen einen Artikel über die Geschichte des Tees und seine Beliebtheit in Großbritannien. Die Aufgaben der Lektion konzentrieren sich auf Vokabeln und Verständnis. Am Ende der Lektion werden die Lernenden über die Tee Gewohnheiten ihrer eigenen Länder sprechen. 		Lea un artículo sobre la historia del té y su popularidad en Gran Bretaña. Las actividades de la lección se centran en el vocabulario y la comprensión. Al final de la lección, los estudiantes discuten los hábitos de consumo de té en sus propios países.
255	Describing a recipe	Beschreiben eines Rezepts		Describiendo una receta	This lesson presents a variety of words and expressions used for talking about cooking. Through listening, writing and speaking learn how to describe a recipe in detail.	Diese Lektion stellt eine Vielzahl an Wörtern und Ausdrücken vor, um über das Kochen zu sprechen. Durch hören, schreiben und sprechen lernen Sie, ein Rezept im Detail zu beschreiben. 		Esta lección presenta una variedad de palabras y expresiones que se utilizan para hablar sobre la cocina. Aprenda a describir una receta en detalle a través de actividades de escucha, escritura y habla.
164	A healthy diet	Eine gesunde Ernährung		Una dieta saludable	Read an article about the health benefits of the Mediterranean diet. The lesson focuses on vocabulary, reading comprehension and speaking.	Lesen Sie einen Artikel über die gesundheitlichen Vorzüge der Mittelmeerküche. Die Lektion konzentriert sich auf Wortschatz, Leseverstehen und Sprechen. 		Lea un artículo sobre los beneficios de la dieta mediterránea para la salud. La lección se centra en el vocabulario, la comprensión lectora y el habla.
